#GeneID	PubMed_ID	Gene_name
67443492	9244280	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
67443493	11713534	HesA/MoeB/ThiF family protein
67443493	12504674	HesA/MoeB/ThiF family protein
67443493	12660720	HesA/MoeB/ThiF family protein
67443494	10781607	sulfur carrier protein ThiS
67443496	14757766	2-iminoacetate synthase ThiH
67443498	23671590	putative metalloprotease CJM1_0395 family protein
67443499	8257110	LysR family transcriptional regulator
67443499	15808743	LysR family transcriptional regulator
67443499	19047729	LysR family transcriptional regulator
67443500	7674922	M3 family metallopeptidase
67443503	34424339	transporter substrate-binding domain-containing protein
67443507	9047358	Holliday junction branch migration protein RuvA
67443507	9442895	Holliday junction branch migration protein RuvA
67443508	8433990	Holliday junction branch migration DNA helicase RuvB
67443508	12054856	Holliday junction branch migration DNA helicase RuvB
67443509	9886293	TonB-dependent receptor plug domain-containing protein
67443509	12409204	TonB-dependent receptor plug domain-containing protein
67443509	15111112	TonB-dependent receptor plug domain-containing protein
67443509	32355044	TonB-dependent receptor plug domain-containing protein
67443510	10966457	response regulator transcription factor
67443510	11226872	response regulator transcription factor
67443510	31100988	response regulator transcription factor
67443511	7674922	M14 family metallopeptidase
67443511	10493853	M14 family metallopeptidase
67443513	21907250	YeaC family protein
67443513	40821719	YeaC family protein
67443514	8112347	amino acid aminotransferase
67443514	10673430	amino acid aminotransferase
67443514	10800595	amino acid aminotransferase
67443514	11933250	amino acid aminotransferase
67443515	21320184	uridine diphosphate-N-acetylglucosamine-binding protein YvcK
67443515	28646159	uridine diphosphate-N-acetylglucosamine-binding protein YvcK
67443516	10049388	glucosaminidase domain-containing protein
67443518	14729701	tRNA 2-thiocytidine(32) synthetase TtcA
67443520	8253682	electron transport transcriptional regulator EtrA
67443520	21203399	electron transport transcriptional regulator EtrA
67443520	21450087	electron transport transcriptional regulator EtrA
67443521	17768248	sulfite exporter TauE/SafE family protein
67443521	22192777	sulfite exporter TauE/SafE family protein
67443522	8661920	cbb3-type cytochrome oxidase assembly protein CcoS
67443522	20171584	cbb3-type cytochrome oxidase assembly protein CcoS
67443523	9419228	heavy metal translocating P-type ATPase
67443523	15110265	heavy metal translocating P-type ATPase
67443523	17219055	heavy metal translocating P-type ATPase
67443523	20962537	heavy metal translocating P-type ATPase
67443523	21768325	heavy metal translocating P-type ATPase
67443525	7891558	cytochrome-c oxidase, cbb3-type subunit III
67443525	9880817	cytochrome-c oxidase, cbb3-type subunit III
67443527	7891558	cytochrome-c oxidase, cbb3-type subunit II
67443527	9880817	cytochrome-c oxidase, cbb3-type subunit II
67443528	9880817	cytochrome-c oxidase, cbb3-type subunit I
67443533	34413462	purine nucleoside transporter PunC
67443534	34413462	DNA-binding transcriptional activator PunR
67443536	9695921	sulfurtransferase complex subunit TusD
67443536	16387657	sulfurtransferase complex subunit TusD
67443537	9695921	sulfurtransferase complex subunit TusC
67443537	16387657	sulfurtransferase complex subunit TusC
67443538	9695921	sulfurtransferase complex subunit TusB
67443538	16387657	sulfurtransferase complex subunit TusB
67443541	22194412	fluoride efflux transporter CrcB
67443542	11459952	replication-associated recombination protein A
67443542	21297161	replication-associated recombination protein A
67443543	9829994	outer membrane lipoprotein chaperone LolA
67443543	9849875	outer membrane lipoprotein chaperone LolA
67443544	25732341	DNA translocase FtsK
67443544	32513722	DNA translocase FtsK
67443545	21642464	leucine-responsive transcriptional regulator Lrp
67443545	22484176	leucine-responsive transcriptional regulator Lrp
67443545	31594927	leucine-responsive transcriptional regulator Lrp
67443546	11888165	alanine dehydrogenase
67443547	2644268	thioredoxin-disulfide reductase
67443547	14522589	thioredoxin-disulfide reductase
67443547	27249779	thioredoxin-disulfide reductase
67443548	31594927	50S ribosomal protein L20
67443550	2954162	translation initiation factor IF-3
67443550	28320882	translation initiation factor IF-3
67443551	11953757	threonine--tRNA ligase
67443554	26246409	MATE family efflux transporter
67443554	31866287	MATE family efflux transporter
67443554	33774036	MATE family efflux transporter
67443557	2007606	serine protease inhibitor ecotin
67443557	7757004	serine protease inhibitor ecotin
67443557	24462575	serine protease inhibitor ecotin
67443559	12354611	RecQ family ATP-dependent DNA helicase
67443559	19657341	RecQ family ATP-dependent DNA helicase
67443559	20206133	RecQ family ATP-dependent DNA helicase
67443559	21047263	RecQ family ATP-dependent DNA helicase
67443559	21947842	RecQ family ATP-dependent DNA helicase
67443559	23161011	RecQ family ATP-dependent DNA helicase
67443562	31863583	tRNA-uridine aminocarboxypropyltransferase
67443562	33253256	tRNA-uridine aminocarboxypropyltransferase
67443565	1323044	CDP-diacylglycerol--serine O-phosphatidyltransferase
67443565	2002065	CDP-diacylglycerol--serine O-phosphatidyltransferase
67443565	4604873	CDP-diacylglycerol--serine O-phosphatidyltransferase
67443568	1554361	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine endopeptidase
67443568	2040429	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine endopeptidase
67443569	7857927	acyl-CoA dehydrogenase family protein
67443569	8356049	acyl-CoA dehydrogenase family protein
67443569	11514662	acyl-CoA dehydrogenase family protein
67443572	11749542	orotidine-5'-phosphate decarboxylase
67443577	9862805	(d)CMP kinase
67443577	19181797	(d)CMP kinase
67443579	8112347	amino acid aminotransferase
67443579	10673430	amino acid aminotransferase
67443579	10800595	amino acid aminotransferase
67443579	11933250	amino acid aminotransferase
67443580	17166853	SMP-30/gluconolactonase/LRE family protein
67443580	18848569	SMP-30/gluconolactonase/LRE family protein
67443580	20329768	SMP-30/gluconolactonase/LRE family protein
67443581	9480764	LamG-like jellyroll fold domain-containing protein
67443581	10368284	LamG-like jellyroll fold domain-containing protein
67443583	22192777	sulfite exporter TauE/SafE family protein
67443584	12198486	family 43 glycosylhydrolase
67443586	23403214	MFS transporter
67443586	26098515	MFS transporter
67443586	26234418	MFS transporter
67443586	26758938	MFS transporter
67443588	18165013	methyl-accepting chemotaxis protein
67443588	20738376	methyl-accepting chemotaxis protein
67443589	7624375	glycoside hydrolase family 43 protein
67443589	8535779	glycoside hydrolase family 43 protein
67443589	20883454	glycoside hydrolase family 43 protein
67443589	24270786	glycoside hydrolase family 43 protein
67443589	26729713	glycoside hydrolase family 43 protein
67443590	30698741	galactofuranose ABC transporter, permease protein YjfF
67443591	17723295	ABC transporter permease
67443591	18535149	ABC transporter permease
67443591	24638992	ABC transporter permease
67443591	25750732	ABC transporter permease
67443592	24638992	sugar ABC transporter ATP-binding protein
67443592	25750732	sugar ABC transporter ATP-binding protein
67443594	12717027	aldose epimerase family protein
67443595	7742302	SDR family NAD(P)-dependent oxidoreductase
67443595	12604210	SDR family NAD(P)-dependent oxidoreductase
67443595	19011748	SDR family NAD(P)-dependent oxidoreductase
67443595	19011750	SDR family NAD(P)-dependent oxidoreductase
67443596	35263023	IlvD/Edd family dehydratase
67443597	7624375	glycoside hydrolase family 43 protein
67443597	8535779	glycoside hydrolase family 43 protein
67443597	11093261	glycoside hydrolase family 43 protein
67443597	20883454	glycoside hydrolase family 43 protein
67443597	24270786	glycoside hydrolase family 43 protein
67443597	26729713	glycoside hydrolase family 43 protein
67443598	2060763	FadR/GntR family transcriptional regulator
67443601	11732895	L-ribulose-5-phosphate 4-epimerase
67443605	10419476	bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG
67443605	11583838	bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG
67443606	7966317	HAD family hydrolase
67443606	15337123	HAD family hydrolase
67443606	16889794	HAD family hydrolase
67443606	33940035	HAD family hydrolase
67443606	37786806	HAD family hydrolase
67443608	9748343	class Ia ribonucleoside-diphosphate reductase subunit beta
67443608	15158709	class Ia ribonucleoside-diphosphate reductase subunit beta
67443609	17880186	class I ribonucleotide reductase maintenance protein YfaE
67443612	3294796	signal peptide peptidase SppA
67443612	18164727	signal peptide peptidase SppA
67443613	2670682	asparaginase
67443613	3514575	asparaginase
67443615	10779706	glucan biosynthesis protein G
67443615	15313617	glucan biosynthesis protein G
67443616	14718169	ATP-binding protein
67443616	15157101	ATP-binding protein
67443616	15217611	ATP-binding protein
67443616	15292259	ATP-binding protein
67443617	10966457	response regulator transcription factor
67443617	11226872	response regulator transcription factor
67443617	31100988	response regulator transcription factor
67443621	11531338	TlpA family protein disulfide reductase
67443621	15667290	TlpA family protein disulfide reductase
67443622	21724888	nickel-dependent hydrogenase small subunit
67443622	24372594	nickel-dependent hydrogenase small subunit
67443623	21724888	nickel-dependent hydrogenase large subunit
67443623	24081321	nickel-dependent hydrogenase large subunit
67443627	11375153	carbamoyltransferase HypF
67443628	9537504	cation:proton antiporter
67443628	12027219	cation:proton antiporter
67443628	12502567	cation:proton antiporter
67443628	16734752	cation:proton antiporter
67443628	17218973	cation:proton antiporter
67443629	8152377	universal stress protein
67443629	9860944	universal stress protein
67443629	11738040	universal stress protein
67443630	11119645	GGDEF domain-containing protein
67443630	15063857	GGDEF domain-containing protein
67443630	15289546	GGDEF domain-containing protein
67443630	15306016	GGDEF domain-containing protein
67443630	16045609	GGDEF domain-containing protein
67443630	16530465	GGDEF domain-containing protein
67443631	11341834	phosphoethanolamine transferase
67443631	23748343	phosphoethanolamine transferase
67443632	7845208	prolyl oligopeptidase family serine peptidase
67443632	8439290	prolyl oligopeptidase family serine peptidase
67443632	9223183	prolyl oligopeptidase family serine peptidase
67443632	11915948	prolyl oligopeptidase family serine peptidase
67443632	15738423	prolyl oligopeptidase family serine peptidase
67443633	10498949	MarR family winged helix-turn-helix transcriptional regulator
67443633	28670937	MarR family winged helix-turn-helix transcriptional regulator
67443634	9075641	cation diffusion facilitator family transporter
67443637	15355966	protein-methionine-sulfoxide reductase catalytic subunit MsrP
67443637	16042411	protein-methionine-sulfoxide reductase catalytic subunit MsrP
67443638	10886369	DNA recombination protein RmuC
67443639	7548026	transglycosylase SLT domain-containing protein
67443639	8203016	transglycosylase SLT domain-containing protein
67443639	8692991	transglycosylase SLT domain-containing protein
67443639	14625683	transglycosylase SLT domain-containing protein
67443640	15306016	EAL domain-containing protein
67443640	19756011	EAL domain-containing protein
67443640	26055114	EAL domain-containing protein
67443641	11916378	AAA family ATPase
67443641	15037234	AAA family ATPase
67443641	16072036	AAA family ATPase
67443641	17897320	AAA family ATPase
67443641	18466635	AAA family ATPase
67443643	23209712	transglutaminase TgpA family protein
67443643	30599211	transglutaminase TgpA family protein
67443645	3537960	exodeoxyribonuclease V subunit beta
67443648	24106089	3'-5' exonuclease
67443650	18165013	methyl-accepting chemotaxis protein
67443650	20738376	methyl-accepting chemotaxis protein
67443651	11751050	ACT domain-containing protein
67443651	16987805	ACT domain-containing protein
67443659	1409539	alpha/beta fold hydrolase
67443659	12369917	alpha/beta fold hydrolase
67443660	23564172	carbonate dehydratase
67443661	23413030	8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase KdsB
67443664	31253794	oxygen-dependent tRNA uridine(34) hydroxylase TrhO
67443666	10662676	SulP family inorganic anion transporter
67443666	12759755	SulP family inorganic anion transporter
67443666	23506885	SulP family inorganic anion transporter
67443667	10386596	LysE family translocator
67443667	10943564	LysE family translocator
67443667	15150242	LysE family translocator
67443667	16098526	LysE family translocator
67443668	17109392	aminotransferase-like domain-containing protein
67443668	37378428	aminotransferase-like domain-containing protein
67443669	14707128	choice-of-anchor I family protein
67443670	26098515	multidrug effflux MFS transporter
67443670	26758938	multidrug effflux MFS transporter
67443672	10430574	acetolactate synthase small subunit
67443672	11097879	acetolactate synthase small subunit
67443672	12183585	acetolactate synthase small subunit
67443672	14702326	acetolactate synthase small subunit
67443672	16111681	acetolactate synthase small subunit
67443672	16458324	acetolactate synthase small subunit
67443673	9707123	Hsp20 family protein
67443673	24265841	Hsp20 family protein
67443676	15937904	Fe-S cluster assembly protein IscX
67443676	16698547	Fe-S cluster assembly protein IscX
67443681	11319236	iron-sulfur cluster assembly protein IscA
67443681	11432781	iron-sulfur cluster assembly protein IscA
67443681	16877383	iron-sulfur cluster assembly protein IscA
67443684	12732309	Fe-S cluster assembly transcriptional regulator IscR
67443687	10747806	inositol-1-monophosphatase
67443687	32871103	inositol-1-monophosphatase
67443689	12823819	lipoprotein-releasing ABC transporter ATP-binding protein LolD
67443690	12823819	lipoprotein-releasing ABC transporter permease subunit
67443690	20888319	lipoprotein-releasing ABC transporter permease subunit
67443695	31075979	toxin-antitoxin system YwqK family antitoxin
67443697	9278480	tyrosine-type recombinase/integrase
67443697	10047575	tyrosine-type recombinase/integrase
67443702	11350954	CbrC family protein
67443702	12897016	CbrC family protein
67443702	20418396	CbrC family protein
67443702	36593274	CbrC family protein
67443705	8436113	L-serine ammonia-lyase
67443705	15498577	L-serine ammonia-lyase
67443707	8892832	S-formylglutathione hydrolase
67443709	8257110	LysR family transcriptional regulator
67443709	19047729	LysR family transcriptional regulator
67443712	10430882	ATP phosphoribosyltransferase
67443712	12269828	ATP phosphoribosyltransferase
67443712	15660995	ATP phosphoribosyltransferase
67443716	11208798	imidazole glycerol phosphate synthase subunit HisH
67443716	11264293	imidazole glycerol phosphate synthase subunit HisH
67443717	12634849	1-(5-phosphoribosyl)-5-
67443718	8366040	imidazole glycerol phosphate synthase subunit HisF
67443718	9654139	imidazole glycerol phosphate synthase subunit HisF
67443718	12795595	imidazole glycerol phosphate synthase subunit HisF
67443719	3062174	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
67443719	3528746	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
67443720	9422600	aromatic amino acid transport family protein
67443729	10924516	NAD-glutamate dehydrogenase
67443730	8112309	efflux RND transporter permease subunit
67443730	10941792	efflux RND transporter permease subunit
67443730	16452406	efflux RND transporter permease subunit
67443730	28951954	efflux RND transporter permease subunit
67443731	18550538	WD40/YVTN/BNR-like repeat-containing protein
67443731	21531723	WD40/YVTN/BNR-like repeat-containing protein
67443735	14663077	aminopeptidase N
67443736	10715137	carboxy terminal-processing peptidase
67443736	31387902	carboxy terminal-processing peptidase
67443737	10049386	RNA chaperone ProQ
67443738	11032796	GAF domain-containing protein
67443738	12518043	GAF domain-containing protein
67443742	8367727	MlaD family protein
67443742	10474190	MlaD family protein
67443742	19383799	MlaD family protein
67443743	10455109	nucleoside recognition domain-containing protein
67443743	12781516	nucleoside recognition domain-containing protein
67443744	16678201	16S rRNA (cytosine(1407)-C(5))-methyltransferase RsmF
67443745	10747959	TatD family hydrolase
67443746	16920715	PilZ domain-containing protein
67443746	18034161	PilZ domain-containing protein
67443746	30710060	PilZ domain-containing protein
67443746	31740493	PilZ domain-containing protein
67443748	8631667	dTMP kinase
67443749	26507882	endolytic transglycosylase MltG
67443750	1644759	aminodeoxychorismate lyase
67443754	10600385	methionine--tRNA ligase
67443754	11243794	methionine--tRNA ligase
67443754	15388861	methionine--tRNA ligase
67443754	16155581	methionine--tRNA ligase
67443754	16189106	methionine--tRNA ligase
67443755	16054428	AEC family transporter
67443756	14519207	Nif3-like dinuclear metal center hexameric protein
67443756	17187687	Nif3-like dinuclear metal center hexameric protein
67443756	23825549	Nif3-like dinuclear metal center hexameric protein
67443756	25243119	Nif3-like dinuclear metal center hexameric protein
67443756	29625546	Nif3-like dinuclear metal center hexameric protein
67443757	38081298	outer membrane lipoprotein
67443758	7657641	leucyl/phenylalanyl-tRNA--protein transferase
67443758	8331068	leucyl/phenylalanyl-tRNA--protein transferase
67443758	19440203	leucyl/phenylalanyl-tRNA--protein transferase
67443760	1909328	translation initiation factor IF-1
67443760	31594927	translation initiation factor IF-1
67443763	11260474	cold shock domain-containing protein CspD
67443763	31594927	cold shock domain-containing protein CspD
67443766	15581572	NUDIX hydrolase
67443766	16378245	NUDIX hydrolase
67443767	12549933	tRNA 2-thiouridine(34) synthase MnmA
67443767	16871210	tRNA 2-thiouridine(34) synthase MnmA
67443772	8591046	Glu/Leu/Phe/Val dehydrogenase dimerization domain-containing protein
67443774	10498949	MarR family winged helix-turn-helix transcriptional regulator
67443774	28670937	MarR family winged helix-turn-helix transcriptional regulator
67443775	20944214	DUF1285 domain-containing protein
67443776	31064836	D-2-hydroxyglutarate dehydrogenase YdiJ
67443776	36144368	D-2-hydroxyglutarate dehydrogenase YdiJ
67443778	20044937	posphoenolpyruvate synthetase regulatory kinase/phosphorylase PpsR
67443779	2903857	3-deoxy-7-phosphoheptulonate synthase
67443780	15307895	acyl-CoA thioesterase
67443781	10966457	response regulator transcription factor
67443781	11557134	response regulator transcription factor
67443781	16740923	response regulator transcription factor
67443781	20226724	response regulator transcription factor
67443782	11038360	HTH-type transcriptional regulator CysB
67443782	11918818	HTH-type transcriptional regulator CysB
67443782	14663078	HTH-type transcriptional regulator CysB
67443782	15255893	HTH-type transcriptional regulator CysB
67443782	17010379	HTH-type transcriptional regulator CysB
67443783	29995998	flagellar motor control protein ZomB
67443787	14530974	dicarboxylate/amino acid:cation symporter
67443787	20429920	dicarboxylate/amino acid:cation symporter
67443787	23506861	dicarboxylate/amino acid:cation symporter
67443787	24240778	dicarboxylate/amino acid:cation symporter
67443789	7699720	response regulator
67443790	10339418	ATP-binding protein
67443790	10637609	ATP-binding protein
67443791	11276424	2OG-Fe(II) oxygenase
67443792	9868367	HD-GYP domain-containing protein
67443792	11008484	HD-GYP domain-containing protein
67443793	9775386	magnesium/cobalt transporter CorA
67443795	11916378	ATP-binding protein
67443795	15037233	ATP-binding protein
67443795	15037234	ATP-binding protein
67443795	16072036	ATP-binding protein
67443795	17897320	ATP-binding protein
67443795	18208389	ATP-binding protein
67443795	18466635	ATP-binding protein
67443796	15019790	Sir2 family NAD+-dependent deacetylase
67443796	35325168	Sir2 family NAD+-dependent deacetylase
67443797	1868094	ferric iron uptake transcriptional regulator
67443797	2015825	ferric iron uptake transcriptional regulator
67443797	2823881	ferric iron uptake transcriptional regulator
67443798	10940244	GNAT family N-acetyltransferase
67443798	15581578	GNAT family N-acetyltransferase
67443798	26818562	GNAT family N-acetyltransferase
67443798	27367672	GNAT family N-acetyltransferase
67443805	12560550	succinate dehydrogenase flavoprotein subunit
67443806	8637872	succinate dehydrogenase, hydrophobic membrane anchor protein
67443808	11325948	citrate synthase
67443808	11683626	citrate synthase
67443808	12741811	citrate synthase
67443808	12824188	citrate synthase
67443808	15995199	citrate synthase
67443809	32073314	efflux RND transporter periplasmic adaptor subunit
67443811	10941792	efflux RND transporter permease subunit
67443811	19026770	efflux RND transporter permease subunit
67443812	15969587	N(4)-acetylcytidine aminohydrolase
67443812	31964920	N(4)-acetylcytidine aminohydrolase
67443815	15816170	ion transporter
67443816	18266857	L,D-transpeptidase family protein
67443819	36386627	M23 family metallopeptidase
67443820	8137809	6-carboxytetrahydropterin synthase
67443823	29259761	YejL family protein
67443826	8257110	LysR family transcriptional regulator
67443826	15808743	LysR family transcriptional regulator
67443826	19047729	LysR family transcriptional regulator
67443827	15680965	Y-family DNA polymerase
67443827	20123134	Y-family DNA polymerase
67443827	24716551	Y-family DNA polymerase
67443828	10679470	LexA family protein
67443828	10908318	LexA family protein
67443829	7665490	carbon storage regulator
67443829	9211896	carbon storage regulator
67443840	32719311	phage tail tube protein
67443849	10600592	terminase small subunit
67443850	8710508	HP1 family phage holin
67443850	9068631	HP1 family phage holin
67443857	2644244	helix-turn-helix transcriptional regulator
67443857	10473770	helix-turn-helix transcriptional regulator
67443858	9082984	tyrosine-type recombinase/integrase
67443858	9288963	tyrosine-type recombinase/integrase
67443860	2165499	replication protein P
67443861	8831795	helix-turn-helix domain-containing protein
67443861	10473770	helix-turn-helix domain-containing protein
67443861	15808743	helix-turn-helix domain-containing protein
67443865	10892750	S24 family peptidase
67443867	11916378	AAA family ATPase
67443867	15037233	AAA family ATPase
67443867	15037234	AAA family ATPase
67443867	16072036	AAA family ATPase
67443867	17897320	AAA family ATPase
67443867	18208389	AAA family ATPase
67443867	18466635	AAA family ATPase
67443868	24019407	retron St85 family RNA-directed DNA polymerase
67443868	26367458	retron St85 family RNA-directed DNA polymerase
67443868	33157039	retron St85 family RNA-directed DNA polymerase
67443877	9278480	site-specific integrase
67443877	10047575	site-specific integrase
67443877	10577069	site-specific integrase
67443880	8895556	ammonia-dependent NAD(+) synthetase
67443880	9620974	ammonia-dependent NAD(+) synthetase
67443880	12077433	ammonia-dependent NAD(+) synthetase
67443880	15699042	ammonia-dependent NAD(+) synthetase
67443880	15748981	ammonia-dependent NAD(+) synthetase
67443882	8056770	ferrochelatase
67443882	10561552	ferrochelatase
67443886	9108043	recombination mediator RecR
67443886	9363943	recombination mediator RecR
67443886	18658243	recombination mediator RecR
67443887	12486730	YbaB/EbfC family nucleoid-associated protein
67443887	16740939	YbaB/EbfC family nucleoid-associated protein
67443887	19594923	YbaB/EbfC family nucleoid-associated protein
67443891	31427451	HvfC family RiPP maturation protein
67443891	38968106	HvfC family RiPP maturation protein
67443892	31427451	HvfB family MNIO-type RiPP peptide maturase
67443892	38968106	HvfB family MNIO-type RiPP peptide maturase
67443893	31427451	HvfA family oxazolone/thioamide-modified RiPP metallophore
67443893	38968106	HvfA family oxazolone/thioamide-modified RiPP metallophore
67443895	10529348	TraR/DksA family transcriptional regulator
67443895	12665246	TraR/DksA family transcriptional regulator
67443895	15294157	TraR/DksA family transcriptional regulator
67443895	15333933	TraR/DksA family transcriptional regulator
67443895	15718139	TraR/DksA family transcriptional regulator
67443895	15963892	TraR/DksA family transcriptional regulator
67443895	17210253	TraR/DksA family transcriptional regulator
67443896	10331872	bifunctional UDP-sugar hydrolase/5'-nucleotidase UshA
67443896	18641143	bifunctional UDP-sugar hydrolase/5'-nucleotidase UshA
67443896	23333297	bifunctional UDP-sugar hydrolase/5'-nucleotidase UshA
67443897	12369917	alpha/beta hydrolase
67443897	19508187	alpha/beta hydrolase
67443897	37582413	alpha/beta hydrolase
67443899	7674922	M1 family metallopeptidase
67443899	10493853	M1 family metallopeptidase
67443899	21258033	M1 family metallopeptidase
67443899	31351924	M1 family metallopeptidase
67443899	37216842	M1 family metallopeptidase
67443900	1464374	FKBP-type peptidyl-prolyl cis-trans isomerase
67443900	10228556	FKBP-type peptidyl-prolyl cis-trans isomerase
67443900	27664121	FKBP-type peptidyl-prolyl cis-trans isomerase
67443901	10452894	lytic murein transglycosylase
67443901	10684641	lytic murein transglycosylase
67443901	22432706	lytic murein transglycosylase
67443905	12826405	class I SAM-dependent methyltransferase
67443908	10610760	ChrR family anti-sigma-E factor
67443908	11676534	ChrR family anti-sigma-E factor
67443908	17803943	ChrR family anti-sigma-E factor
67443912	8132556	ribose-phosphate diphosphokinase
67443913	19604474	NrtR DNA-binding winged helix domain-containing protein
67443913	26438537	NrtR DNA-binding winged helix domain-containing protein
67443916	20944218	SpoIIAA family protein
67443916	37091830	SpoIIAA family protein
67443918	10861223	tetraheme c-type cytochrome CctA
67443918	11231004	tetraheme c-type cytochrome CctA
67443920	10762256	dipeptidase PepE
67443923	9811664	MotA/TolQ/ExbB proton channel family protein
67443923	10348868	MotA/TolQ/ExbB proton channel family protein
67443926	35464957	TonB-dependent receptor
67443926	36944260	TonB-dependent receptor
67443927	9125495	dethiobiotin synthase
67443928	22965231	malonyl-ACP O-methyltransferase BioC
67443929	10673430	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
67443929	10800595	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
67443932	18165013	methyl-accepting chemotaxis protein
67443932	20738376	methyl-accepting chemotaxis protein
67443933	8029829	hybrid sensor histidine kinase/response regulator
67443933	9382818	hybrid sensor histidine kinase/response regulator
67443933	10339418	hybrid sensor histidine kinase/response regulator
67443933	10357859	hybrid sensor histidine kinase/response regulator
67443933	10637609	hybrid sensor histidine kinase/response regulator
67443933	15009198	hybrid sensor histidine kinase/response regulator
67443933	16740923	hybrid sensor histidine kinase/response regulator
67443933	20226724	hybrid sensor histidine kinase/response regulator
67443933	21663441	hybrid sensor histidine kinase/response regulator
67443933	31100988	hybrid sensor histidine kinase/response regulator
67443933	33647528	hybrid sensor histidine kinase/response regulator
67443935	20206133	DEAD/DEAH box helicase
67443935	20225155	DEAD/DEAH box helicase
67443936	14713336	GrxA family glutaredoxin
67443936	15123823	GrxA family glutaredoxin
67443943	33509775	GntR family transcriptional regulator
67443945	8506149	exonuclease domain-containing protein
67443947	12354616	sodium:solute symporter family protein
67443947	12748858	sodium:solute symporter family protein
67443947	33668649	sodium:solute symporter family protein
67443949	12524212	thiol:disulfide interchange protein DsbA/DsbL
67443949	15558583	thiol:disulfide interchange protein DsbA/DsbL
67443951	9868367	HD-GYP domain-containing protein
67443951	11008484	HD-GYP domain-containing protein
67443954	30478085	cell division protein ZipA
67443954	31390865	cell division protein ZipA
67443955	12100548	chromosome segregation protein SMC
67443955	12411491	chromosome segregation protein SMC
67443955	12730166	chromosome segregation protein SMC
67443962	9886293	TonB-dependent receptor domain-containing protein
67443964	8257110	LysR family transcriptional regulator
67443964	15808743	LysR family transcriptional regulator
67443964	19047729	LysR family transcriptional regulator
67443965	19940917	formate transporter FocA
67443969	22532809	terminus macrodomain insulation protein YfbV
67443970	20400539	acetate kinase
67443973	12504684	class I SAM-dependent methyltransferase
67443977	2017136	sodium/glutamate symporter
67443978	17723295	ABC transporter permease
67443978	18535149	ABC transporter permease
67443978	24638992	ABC transporter permease
67443978	25750732	ABC transporter permease
67443978	26517919	ABC transporter permease
67443978	27273632	ABC transporter permease
67443978	31571164	ABC transporter permease
67443979	24638992	ABC transporter ATP-binding protein
67443979	25750732	ABC transporter ATP-binding protein
67443983	7790052	VolA/Pla-1 family phospholipase
67443983	10417167	VolA/Pla-1 family phospholipase
67443983	23674613	VolA/Pla-1 family phospholipase
67443986	24214967	23S rRNA pseudouridine(2605) synthase RluB
67443987	12100548	SMC-Scp complex subunit ScpB
67443987	12897137	SMC-Scp complex subunit ScpB
67443988	12897137	segregation and condensation protein A
67443988	23541893	segregation and condensation protein A
67443989	1325384	L-threonylcarbamoyladenylate synthase
67443989	21775474	L-threonylcarbamoyladenylate synthase
67443989	22378793	L-threonylcarbamoyladenylate synthase
67443990	25871919	RNase RNM
67443990	32343306	RNase RNM
67443992	10387030	aminodeoxychorismate/anthranilate synthase component II
67443994	2494074	bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF
67443994	3303031	bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF
67443996	3053720	tryptophan synthase subunit alpha
67443996	22310642	tryptophan synthase subunit alpha
67443999	8106324	lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein
67444000	9175471	GNAT family N-acetyltransferase
67444000	10940244	GNAT family N-acetyltransferase
67444000	15581578	GNAT family N-acetyltransferase
67444001	3087960	IucA/IucC family protein
67444002	12409204	TonB-dependent siderophore receptor
67444002	17997964	TonB-dependent siderophore receptor
67444003	14756576	siderophore-iron reductase FhuF
67444005	15779043	YciI family protein
67444010	18165013	methyl-accepting chemotaxis protein
67444010	20738376	methyl-accepting chemotaxis protein
67444013	11734195	(2Fe-2S)-binding protein
67444014	9445404	nucleotidyltransferase family protein
67444015	10217763	XdhC family protein
67444015	30945211	XdhC family protein
67444016	17597585	MBL fold metallo-hydrolase
67444017	1409539	alpha/beta fold hydrolase
67444018	4364940	cytochrome c3 family protein
67444018	16964504	cytochrome c3 family protein
67444019	10220322	HAL/PAL/TAL family ammonia-lyase
67444019	11796111	HAL/PAL/TAL family ammonia-lyase
67444019	17185228	HAL/PAL/TAL family ammonia-lyase
67444019	21131229	HAL/PAL/TAL family ammonia-lyase
67444020	10455032	flavocytochrome c
67444021	8407777	sigma-54 interaction domain-containing protein
67444021	12618438	sigma-54 interaction domain-containing protein
67444022	31214985	porin
